#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 05 21 03 50 122  1.0  2.5  2.70 10.00  7.02 298 1009.9  12.0  13.0 999.0 99.0 99.00
2016 05 21 04 50 142  1.7  2.8  2.85 10.00  7.70 290 1010.3  12.1  12.7 999.0 99.0 99.00
2016 05 21 05 50 149  2.5  3.6  2.76 10.00  7.54 284 1010.4  11.9  12.4 999.0 99.0 99.00
2016 05 21 06 50 168  3.7  4.8  3.14 10.00  8.07 288 1010.4  11.7  12.4 999.0 99.0 99.00
2016 05 21 07 50 175  4.8  6.3  2.67 10.00  7.84 302 1010.3  11.3  12.0 999.0 99.0 99.00
2016 05 21 08 50 179  5.6  7.3  2.81 10.00  7.96 307 1010.1  11.2  11.5 999.0 99.0 99.00
2016 05 21 09 50 181  6.4  8.2  2.65 10.00  7.80 306 1010.2  10.6  11.2 999.0 99.0 99.00
2016 05 21 10 50 169  6.5  8.3  2.70 10.00  7.77 317 1010.2  10.5  11.2 999.0 99.0 99.00
2016 05 21 11 50 179  6.0  7.3  2.84 10.00  7.94 323 1010.2  10.4  11.4 999.0 99.0 99.00
2016 05 21 12 50 168  6.0  7.9  2.66 10.81  7.79 306 1010.5  10.7  11.2 999.0 99.0 99.00
2016 05 21 13 50 175  6.3  8.3  2.96 10.81  8.09 323 1010.7  10.6  11.2 999.0 99.0 99.00
2016 05 21 14 50 166  6.4  8.0  2.85 10.81  7.90 327 1011.2  10.5  11.3 999.0 99.0 99.00
2016 05 21 15 50 164  5.9  7.8  2.73 10.00  7.61 327 1011.5  10.8  11.3 999.0 99.0 99.00
2016 05 21 16 50 178  6.6  8.7  2.66 10.81  7.66 331 1011.8  10.9  11.4 999.0 99.0 99.00
2016 05 21 17 50 179  5.8  7.7  2.88 10.81  7.91 342 1012.5  11.1  11.7 999.0 99.0 99.00
2016 05 21 18 50 182  6.2  7.9  2.53 10.00  7.51 336 1012.8  11.2  12.0 999.0 99.0 99.00
2016 05 21 19 50 198  5.5  6.9  2.39 10.00  7.28 353 1013.4  11.6  12.0 999.0 99.0 99.00
2016 05 21 20 50 188  4.4  5.7  2.44 10.00  7.60 343 1013.6  11.9  12.1 999.0 99.0 99.00
2016 05 21 21 50 192  6.3  7.8  2.39 10.81  7.83 342 1013.8  12.3  12.1 999.0 99.0 99.00
2016 05 21 22 50 190  6.5  8.4  2.36 10.81  7.51 336 1013.7  12.3  12.1 999.0 99.0 99.00
2016 05 21 23 50 193  6.4  8.0  2.32 10.00  7.38 344 1014.1  12.3  12.0 999.0 99.0 99.00
2016 05 22 00 50 202  5.1  6.5  2.36 10.81  7.36 345 1014.7  12.4  12.5 999.0 99.0 99.00
2016 05 22 01 50 187  5.2  7.0  2.17 10.00  7.14 350 1014.8  12.4  12.3 999.0 99.0 99.00
2016 05 22 02 50 197  5.3  6.5  2.00  9.09  6.99 334 1015.2  12.5  12.8 999.0 99.0 99.00
2016 05 22 03 50 211  5.4  6.8  1.92  8.33  6.76 330 1015.4  12.7  12.9 999.0 99.0 99.00
2016 05 22 04 50 200  4.6  5.6  1.96 10.00  6.92 336 1016.1  12.6  12.7 999.0 99.0 99.00
2016 05 22 05 50 177  4.1  5.0  1.93 10.00  7.25 337 1016.3  12.4  12.7 999.0 99.0 99.00
2016 05 22 06 50 197  5.4  6.5  1.86 10.00  6.78 334 1016.3  12.6  12.6 999.0 99.0 99.00
2016 05 22 07 50 176  4.9  5.9  1.88 10.00  7.08 333 1016.4  12.2  12.5 999.0 99.0 99.00
2016 05 22 08 50 178  7.7  9.3  1.87  9.09  6.74 331 1016.0  11.9  12.4 999.0 99.0 99.00
2016 05 22 09 50 179  7.9  9.7  1.82  9.09  6.35 333 1015.8  11.9  12.3 999.0 99.0 99.00
2016 05 22 10 50 174  8.4 10.3  1.99  9.09  6.21 346 1015.6  11.5  12.1 999.0 99.0 99.00
2016 05 22 11 50 186  7.8  9.5  2.05  9.09  6.16 339 1015.6  11.8  11.9 999.0 99.0 99.00
2016 05 22 12 50 226  2.6  3.4  1.97 10.00  6.30 348 1016.0  11.4  11.8 999.0 99.0 99.00
2016 05 22 13 50 210  2.6  3.3  1.90  7.69  6.08 336 1016.1  11.2  11.7 999.0 99.0 99.00
2016 05 22 14 50 179  3.3  4.2  1.73 10.00  6.19 337 1016.3  11.5  11.7 999.0 99.0 99.00
2016 05 22 15 50 168  4.7  5.7  1.57 10.00  6.14 338 1016.6  11.6  12.3 999.0 99.0 99.00
2016 05 22 16 50 172  5.1  6.4  1.53  7.69  5.86 329 1016.8  11.7  12.1 999.0 99.0 99.00
2016 05 22 17 50 180  6.4  7.6  1.53  8.33  5.84 299 1017.1  11.7  12.1 999.0 99.0 99.00
2016 05 22 18 50 223  4.7  6.0  1.56  9.09  6.02 356 1017.2  11.5  12.0 999.0 99.0 99.00
2016 05 22 19 50 195  5.0  6.0  1.53  9.09  5.99 324 1017.1  11.4  12.0 999.0 99.0 99.00
2016 05 22 20 50 199  5.7  7.1  1.49  9.09  5.78 332 1017.1  12.0  12.1 999.0 99.0 99.00
2016 05 22 21 50 198  6.2  7.3  1.45  9.09  5.73 349 1017.2  12.4  12.3 999.0 99.0 99.00
2016 05 22 22 50 188  6.4  7.7  1.52  9.09  5.94 359 1017.2  12.5  12.4 999.0 99.0 99.00
2016 05 22 23 50 185  7.4  9.0  1.56  9.09  5.73 342 1017.0  12.2  12.4 999.0 99.0 99.00
2016 05 23 00 50 169  6.1  7.3  1.60  9.09  5.45 335 1016.9  12.3  12.4 999.0 99.0 99.00
2016 05 23 01 50 186  6.5  7.7  1.55  9.09  5.65 344 1016.8  12.4  12.3 999.0 99.0 99.00
2016 05 23 02 50 199  6.1  7.4  1.54  8.33  5.55 349 1016.9  12.6  12.3 999.0 99.0 99.00
2016 05 23 03 50 188  6.4  7.6  1.52  8.33  5.66 336 1016.5  12.5  12.2 999.0 99.0 99.00
2016 05 23 04 50 177  6.9  8.4  1.40  7.69  5.37 334 1016.4  12.2  12.2 999.0 99.0 99.00
2016 05 23 05 50 177  6.5  8.1  1.25  8.33  5.31 333 1016.4  12.2  12.3 999.0 99.0 99.00
2016 05 23 06 50 179  6.2  7.3  1.29  8.33  5.23 345 1015.9  12.3  12.1 999.0 99.0 99.00
2016 05 23 07 50 183  6.9  8.5  1.26  7.69  5.24 320 1015.6  12.3  12.0 999.0 99.0 99.00
2016 05 23 08 50 175  6.1  7.3  1.25  9.09  5.22 326 1015.2  12.3  11.9 999.0 99.0 99.00
2016 05 23 09 50 177  6.7  7.6  1.23  8.33  5.00 326 1015.0  12.2  11.9 999.0 99.0 99.00
2016 05 23 10 50 181  6.6  8.4  1.31  7.69  5.24 327 1014.8  12.1  11.9 999.0 99.0 99.00
2016 05 23 11 50 178  6.3  7.5  1.27  7.14  4.99 294 1014.6  12.1  12.0 999.0 99.0 99.00
2016 05 23 13 50 181  6.3  7.5  1.25  7.14  5.06 304 1014.5  12.0  12.0 999.0 99.0 99.00
2016 05 23 14 50 187  6.9  8.4  1.32  8.33  5.11 331 1014.7  11.9  12.0 999.0 99.0 99.00
2016 05 23 15 50 182  6.9  7.9  1.23  7.14  5.19 295 1014.8  11.6  12.0 999.0 99.0 99.00
2016 05 23 16 50 179  6.0  7.3  1.13  7.69  4.80 300 1014.8  11.7  12.1 999.0 99.0 99.00
2016 05 23 17 50 176  5.5  6.8  1.13  8.33  5.22 321 1014.9  11.8  12.1 999.0 99.0 99.00
2016 05 23 18 50 188  5.3  6.2  1.23  8.33  5.46 320 1014.9  12.0  12.1 999.0 99.0 99.00
2016 05 23 19 50 181  5.2  6.2  1.28  7.69  5.90 330 1014.7  11.9  12.2 999.0 99.0 99.00
2016 05 23 20 50 185  3.7  4.7  1.05  7.69  5.64 316 1014.4  12.3  12.3 999.0 99.0 99.00
2016 05 23 21 50 153  2.0  2.7  1.27  8.33  6.14 309 1014.5  12.6  12.3 999.0 99.0 99.00
2016 05 23 22 50 339  1.2  2.4  1.49  8.33  6.60 319 1014.4  12.6  13.1 999.0 99.0 99.00
2016 05 24 00 50 349  1.9  3.5  1.65  9.09  6.84 307 1014.1  13.1  13.2 999.0 99.0 99.00
2016 05 24 01 50 342  2.5  3.6  1.60  8.33  6.88 311 1013.8  13.3  13.0 999.0 99.0 99.00
2016 05 24 02 50 342  2.8  3.5  1.71  9.09  6.95 316 1013.8  13.2  12.6 999.0 99.0 99.00
2016 05 24 03 50 348  2.9  3.7  1.82  9.09  7.28 302 1013.9  13.1  12.5 999.0 99.0 99.00
2016 05 24 04 50 354  2.9  3.4  1.96 10.00  7.38 300 1014.2  13.0  12.3 999.0 99.0 99.00
2016 05 24 05 50  11  2.9  3.6  1.81  9.09  7.28 291 1014.4  12.8  12.2 999.0 99.0 99.00
2016 05 24 06 50 355  3.1  3.7  2.04  9.09  7.70 290 1014.3  12.4  12.1 999.0 99.0 99.00
2016 05 24 07 50   7  3.3  4.1  1.73  9.09  7.30 298 1014.2  12.5  12.1 999.0 99.0 99.00
2016 05 24 08 50 342  2.9  3.5  1.65  8.33  7.21 299 1013.9  12.4  12.0 999.0 99.0 99.00
2016 05 24 09 50   7  3.0  3.7  1.80 10.00  7.25 313 1013.7  12.4  12.0 999.0 99.0 99.00
2016 05 24 10 50   7  2.9  3.5  1.65 10.00  7.32 317 1013.8  12.2  12.0 999.0 99.0 99.00
2016 05 24 11 50 350  3.7  4.5  1.84 10.00  7.28 307 1013.5  12.0  11.9 999.0 99.0 99.00
2016 05 24 12 50 354  3.9  4.7  1.80 10.00  7.18 304 1013.8  12.0  11.8 999.0 99.0 99.00
2016 05 24 13 50   1  4.3  5.3  1.79 10.00  7.26 313 1014.2  12.1  11.8 999.0 99.0 99.00
2016 05 24 14 50   1  4.2  5.1  1.85 10.00  7.34 313 1014.5  12.2  11.7 999.0 99.0 99.00
2016 05 24 15 50 354  4.6  5.4  1.71  9.09  6.77 311 1014.7  12.1  11.9 999.0 99.0 99.00
2016 05 24 16 50 356  5.6  6.9  1.89  9.09  6.94 303 1015.0  12.1  11.9 999.0 99.0 99.00
2016 05 24 17 50 344  5.9  7.0  1.73 10.00  6.63 312 1015.2  12.0  12.0 999.0 99.0 99.00
2016 05 24 18 50 344  7.2  8.3  1.81  9.09  6.53 302 1015.6  11.8  12.0 999.0 99.0 99.00
2016 05 24 19 50 340  7.4  8.7  2.06  9.09  6.80 303 1015.8  12.2  12.1 999.0 99.0 99.00
2016 05 24 20 50 343  6.7  8.8  1.88  9.09  6.50 307 1015.9  12.6  12.1 999.0 99.0 99.00
2016 05 24 21 50 338  6.9  8.4  1.87 10.00  6.66 309 1016.1  13.0  12.2 999.0 99.0 99.00
2016 05 24 22 50 340  6.8  8.4  1.88 10.00  6.27 317 1016.2  13.3  12.2 999.0 99.0 99.00
2016 05 24 23 50 336  6.8  8.1  1.76  9.09  6.03 319 1016.1  13.4  12.2 999.0 99.0 99.00
2016 05 25 00 50 338  6.4  7.4  1.91  9.09  6.37 309 1016.2  13.5  12.2 999.0 99.0 99.00
2016 05 25 01 50 341  6.1  7.1  2.05  9.09  6.75 297 1016.2  13.5  12.3 999.0 99.0 99.00
2016 05 25 02 50 345  6.5  7.7  1.84  9.09  6.26 304 1016.5  13.4  12.2 999.0 99.0 99.00
2016 05 25 03 50 347  6.0  7.0  1.94  7.69  6.42 295 1017.1  13.2  11.9 999.0 99.0 99.00
2016 05 25 04 50 353  5.7  6.5  1.98  9.09  6.39 304 1017.9  13.1  12.0 999.0 99.0 99.00
2016 05 25 05 50 360  5.4  6.6  1.88  9.09  6.45 294 1018.5  13.0  12.0 999.0 99.0 99.00
2016 05 25 06 50 358  4.5  5.3  1.78  9.09  6.33 289 1018.8  12.7  12.1 999.0 99.0 99.00
2016 05 25 07 50  17  5.7  6.6  1.68 10.00  6.31 297 1019.0  12.7  12.1 999.0 99.0 99.00
2016 05 25 08 50  17  5.4  6.1  1.65  9.09  6.42 292 1019.3  12.7  12.1 999.0 99.0 99.00
2016 05 25 09 50  20  3.7  4.4  1.66  9.09  6.21 294 1019.6  12.5  12.0 999.0 99.0 99.00
2016 05 25 10 50  15  3.6  4.5  1.69  8.33  6.12 301 1019.9  12.3  12.0 999.0 99.0 99.00
2016 05 25 11 50   3  3.5  4.2  1.82  9.09  6.39 307 1020.3  12.5  12.0 999.0 99.0 99.00
2016 05 25 12 50 351  4.4  5.0  1.99  9.09  6.33 305 1020.6  12.9  12.0 999.0 99.0 99.00
2016 05 25 13 50 343  5.0  5.9  1.96  9.09  6.16 290 1020.9  12.8  12.0 999.0 99.0 99.00
2016 05 25 14 50 339  4.9  5.8  1.89  9.09  6.24 309 1021.4  12.5  12.0 999.0 99.0 99.00
2016 05 25 15 50 354  4.9  6.1  1.79  9.09  6.15 314 1022.1  12.5  12.0 999.0 99.0 99.00
2016 05 25 16 50 359  3.4  3.9  1.81  9.09  6.07 288 1022.5  12.2  12.1 999.0 99.0 99.00
2016 05 25 17 50 337  3.9  5.1  1.69  9.09  6.25 307 1022.9  12.3  12.1 999.0 99.0 99.00
2016 05 25 18 50 332  4.9  5.7  1.56  9.09  6.02 308 1023.0  12.6  12.2 999.0 99.0 99.00
2016 05 25 19 50 330  6.7  7.7  1.57  8.33  6.10 310 1022.9  12.7  12.4 999.0 99.0 99.00
2016 05 25 20 50 333  7.4  8.8  1.54  8.33  6.00 321 1023.1  12.7  12.4 999.0 99.0 99.00
2016 05 25 21 50 337  7.9  9.0  1.52  9.09  5.46 320 1023.1  12.8  12.3 999.0 99.0 99.00
2016 05 25 22 50 341  9.0 10.5  1.48  9.09  5.24 307 1023.0  13.0  12.3 999.0 99.0 99.00
2016 05 25 23 50 344  8.2  9.6  1.60  8.33  5.19 321 1022.9  13.1  12.4 999.0 99.0 99.00
2016 05 26 00 50 342  8.5  9.8  1.60  9.09  5.17 318 1023.1  13.3  12.3 999.0 99.0 99.00
2016 05 26 01 50 346  9.7 11.7  1.80  9.09  5.18 318 1022.8  13.1  12.1 999.0 99.0 99.00
2016 05 26 02 50 350  9.2 10.4  1.91  8.33  5.22 296 1023.2  12.9  12.1 999.0 99.0 99.00
2016 05 26 03 50 358  8.9 10.6  1.79  6.67  5.00 304 1023.5  13.0  11.9 999.0 99.0 99.00
2016 05 26 04 50 354  8.5  9.9  2.01  7.14  5.40 297 1023.8  13.0  11.8 999.0 99.0 99.00
2016 05 26 05 50 355  7.9  9.5  2.04  8.33  5.88 295 1024.0  13.0  11.6 999.0 99.0 99.00
2016 05 26 06 50 356  6.7  8.8  1.79  9.09  5.64 290 1024.1  13.0  11.4 999.0 99.0 99.00
2016 05 26 07 50 357  7.6  9.2  2.09  9.09  5.98 295 1024.1  12.8  11.4 999.0 99.0 99.00
2016 05 26 08 50 355  7.5  9.2  1.79  7.14  5.63 295 1023.9  12.9  11.4 999.0 99.0 99.00
2016 05 26 09 50 360  7.2  8.7  1.75  9.09  5.55 324 1023.9  12.8  11.6 999.0 99.0 99.00
2016 05 26 10 50 358  7.7  9.2  1.81  8.33  5.63 285 1023.8  12.7  11.7 999.0 99.0 99.00
2016 05 26 11 50 360  6.2  7.4  1.69  8.33  5.49 320 1023.6  12.7  11.8 999.0 99.0 99.00
2016 05 26 12 50   5  7.2  8.6  1.84  8.33  5.80 313 1023.9  12.6  11.9 999.0 99.0 99.00
2016 05 26 13 50 360  7.0  8.2  1.86  7.69  5.57 324 1024.2  12.8  11.9 999.0 99.0 99.00
2016 05 26 14 50   4  6.0  7.2  1.90  8.33  5.62 307 1024.4  12.6  11.9 999.0 99.0 99.00
2016 05 26 15 50  10  6.8  8.3  1.87  7.69  5.53 317 1024.4  12.5  12.0 999.0 99.0 99.00
2016 05 26 16 50   5  5.9  6.9  1.88  7.69  5.56 321 1024.5  12.6  12.0 999.0 99.0 99.00
2016 05 26 17 50   7  5.4  6.4  1.80  7.69  5.67 330 1024.5  12.4  12.0 999.0 99.0 99.00
2016 05 26 18 50 338  8.2  9.7  1.73  7.69  5.64 323 1024.4  12.5  12.1 999.0 99.0 99.00
2016 05 26 19 50 343  8.2  9.7  1.65  7.69  5.33 329 1024.4  12.5  12.1 999.0 99.0 99.00
2016 05 26 20 50 351  8.6 10.1  1.72  6.67  5.10 306 1024.3  12.5  12.1 999.0 99.0 99.00
2016 05 26 21 50 348  8.3  9.7  1.65  5.88  5.09 320 1024.3  12.6  12.2 999.0 99.0 99.00
2016 05 26 22 50 342  8.8 10.7  1.57  7.69  5.16 336 1024.0  12.5  12.2 999.0 99.0 99.00
2016 05 27 00 50 358  8.6 10.2  1.60  7.69  4.80 327 1023.5  12.5  12.2 999.0 99.0 99.00
2016 05 27 01 50 353  9.2 11.3  1.68  7.69  4.93 302 1023.1  12.7  12.1 999.0 99.0 99.00
2016 05 27 02 50 353  8.9 10.8  1.79  7.69  5.02 308 1023.1  12.6  12.0 999.0 99.0 99.00
2016 05 27 03 50 355  8.8 10.7  1.92  6.25  5.23 309 1023.2  12.5  11.6 999.0 99.0 99.00
2016 05 27 04 50 352  9.4 11.7  1.89  6.67  5.19 325 1023.6  12.4  11.6 999.0 99.0 99.00
2016 05 27 05 50 353  8.7 11.1  1.90  7.69  5.33 310 1023.7  12.4  11.5 999.0 99.0 99.00
2016 05 27 06 50 349  8.7 10.4  1.87  7.14  5.40 326 1023.5  12.3  11.5 999.0 99.0 99.00
2016 05 27 07 50 349  8.2  9.6  1.80  7.69  5.39 315 1023.5  12.1  11.4 999.0 99.0 99.00
2016 05 27 08 50 346  8.2  9.8  1.88  6.67  5.57 309 1023.3  12.0  11.5 999.0 99.0 99.00
2016 05 27 09 50 352  8.5 10.3  1.96  7.14  5.61 318 1023.0  12.2  11.7 999.0 99.0 99.00
2016 05 27 10 50 354  7.6  9.3  1.88  8.33  5.70 329 1022.9  11.8  11.3 999.0 99.0 99.00
2016 05 27 11 50  10  7.9  9.7  1.85  8.33  5.56 329 1022.7  11.0  11.3 999.0 99.0 99.00
2016 05 27 12 50 355  7.6  8.9  1.65  7.69  5.53 327 1022.8  11.6  11.3 999.0 99.0 99.00
2016 05 27 13 50   5  7.1  8.5  1.54  7.69  5.46 323 1023.1  11.6  11.3 999.0 99.0 99.00
2016 05 27 14 50 350  5.9  7.3  1.80  8.33  5.87 332 1023.3  11.7  11.3 999.0 99.0 99.00
2016 05 27 15 50 349  6.7  8.8  1.59  7.69  5.60 340 1023.3  11.8  11.3 999.0 99.0 99.00
2016 05 27 16 50 345  6.2  7.6  1.51  7.14  5.44 321 1023.3  12.0  11.4 999.0 99.0 99.00
2016 05 27 17 50   1  7.7  9.4  1.57  7.69  5.57 318 1023.4  11.9  11.4 999.0 99.0 99.00
2016 05 27 18 50 350  7.3  8.9  1.54  7.69  5.23 336 1023.3  12.1  11.5 999.0 99.0 99.00
2016 05 27 19 50 341  7.9  9.3  1.50  7.14  5.26 325 1023.1  12.2  11.5 999.0 99.0 99.00
2016 05 27 20 50 342  7.8  9.7  1.56  7.14  5.03 334 1022.8  12.3  11.6 999.0 99.0 99.00
2016 05 27 21 50 342  8.7 10.5  1.44  6.25  4.89 325 1022.4  12.5  11.7 999.0 99.0 99.00
2016 05 27 22 50 337  9.8 11.6  1.44  7.14  4.66 332 1022.0  12.7  11.7 999.0 99.0 99.00
2016 05 27 23 50 340  9.7 11.8  1.57  7.14  4.83 329 1021.7  12.7  11.7 999.0 99.0 99.00
2016 05 28 00 50 345  9.1 11.2  1.62  7.69  4.80 329 1021.8  12.7  11.7 999.0 99.0 99.00
2016 05 28 01 50 349  9.4 11.6  1.57  7.69  4.76 335 1021.3  12.7  11.6 999.0 99.0 99.00
2016 05 28 02 50 351  9.6 11.4  1.65  7.14  4.82 334 1021.3  12.7  11.5 999.0 99.0 99.00
2016 05 28 03 50 351  8.4 10.2  1.62  7.69  4.74 326 1021.5  12.5  11.5 999.0 99.0 99.00
2016 05 28 04 50 358  8.2  9.8  1.52  7.14  4.74 317 1021.8  12.4  11.4 999.0 99.0 99.00
2016 05 28 05 50   4  7.8  9.0  1.56  7.14  4.94 333 1021.5  12.2  11.3 999.0 99.0 99.00
2016 05 28 06 50   2  7.4  8.9  1.52  6.67  5.04 326 1021.3  12.1  11.3 999.0 99.0 99.00
2016 05 28 07 50   6  7.4  8.5  1.56  7.14  5.19 326 1020.9  12.0  11.3 999.0 99.0 99.00
2016 05 28 08 50  12  6.6  8.0  1.55  7.69  5.29 318 1020.5  11.3  11.3 999.0 99.0 99.00
2016 05 28 09 50 359  6.8  8.0  1.44  7.14  5.18 331 1020.1  11.5  11.3 999.0 99.0 99.00
2016 05 28 10 50 356  8.2  9.8  1.43  7.14  5.13 328 1019.4  11.7  11.4 999.0 99.0 99.00
2016 05 28 11 50   1  8.2  9.8  1.36  7.69  4.79 317 1019.1  11.6  11.3 999.0 99.0 99.00
2016 05 28 12 50 359  8.5  9.9  1.34  7.69  4.65 334 1019.1  11.6  11.3 999.0 99.0 99.00
2016 05 28 13 50 350  9.2 11.1  1.26  7.14  4.74 333 1019.1  11.8  11.4 999.0 99.0 99.00
2016 05 28 14 50 353  8.5 10.0  1.29  7.69  4.60 347 1019.1  11.8  11.3 999.0 99.0 99.00
2016 05 28 15 50 355  8.1  9.4  1.21  7.69  4.50 328 1019.3  11.6  11.3 999.0 99.0 99.00
2016 05 28 16 50 354  8.4  9.7  1.26  7.14  4.63 332 1019.2  11.7  11.4 999.0 99.0 99.00
2016 05 28 17 50 350  7.4  8.6  1.16  7.14  4.43 335 1019.1  11.7  11.6 999.0 99.0 99.00
2016 05 28 18 50 344  7.7  8.9  1.19  7.14  4.61 341 1019.2  12.1  11.6 999.0 99.0 99.00
2016 05 28 19 50 338  8.6  9.8  1.18  7.14  4.24 351 1018.7  12.4  11.6 999.0 99.0 99.00
2016 05 28 20 50 340  8.4  9.8  1.23  6.67  4.50 338 1018.2  12.5  11.6 999.0 99.0 99.00
2016 05 28 21 50 343  7.7  8.9  1.22  6.25  4.50 338 1018.1  12.6  11.5 999.0 99.0 99.00
2016 05 28 22 50 334  8.5  9.8  1.21  6.67  4.50 341 1017.9  12.7  11.7 999.0 99.0 99.00
2016 05 28 23 50 343  7.2  8.5  1.18  6.25  4.33 340 1017.9  12.7  11.7 999.0 99.0 99.00
2016 05 29 00 50 354  6.3  7.2  1.17  7.69  4.47 318 1017.8  12.7  11.6 999.0 99.0 99.00
2016 05 29 01 50 349  5.6  6.5  1.19  6.25  4.77 331 1017.7  12.7  11.7 999.0 99.0 99.00
2016 05 29 02 50 354  5.6  6.3  1.04  9.09  4.69 297 1018.0  12.7  11.6 999.0 99.0 99.00
2016 05 29 03 50 355  4.9  5.6  1.05  7.69  4.77 321 1018.4  12.4  11.5 999.0 99.0 99.00
2016 05 29 04 50 360  5.1  5.9  1.05  9.09  4.96 281 1018.6  12.5  11.4 999.0 99.0 99.00
2016 05 29 05 50 352  5.0  5.9  1.00 10.00  5.06 275 1018.7  12.4  11.3 999.0 99.0 99.00
2016 05 29 06 50 355  5.2  6.4  0.99 10.00  4.94 262 1018.6  12.5  11.3 999.0 99.0 99.00
2016 05 29 07 50 350  4.7  5.4  0.94  9.09  5.05 263 1018.7  12.5  11.3 999.0 99.0 99.00
2016 05 29 08 50  10  4.7  5.7  0.98  9.09  5.17 266 1018.5  12.2  11.3 999.0 99.0 99.00
2016 05 29 09 50  21  5.3  6.1  0.95  9.09  5.50 271 1018.1  11.9  11.3 999.0 99.0 99.00
2016 05 29 10 50  17  4.9  6.0  1.01  6.67  5.55 315 1018.1  12.0  11.3 999.0 99.0 99.00
2016 05 29 11 50 336  4.9  5.7  1.00  9.09  5.47 261 1018.6  12.1  11.3 999.0 99.0 99.00
2016 05 29 12 50 351  5.6  6.1  1.10  7.69  5.34 308 1019.1  11.7  11.4 999.0 99.0 99.00
2016 05 29 13 50 352  5.6  6.4  1.18  6.25  5.22 321 1019.5  11.7  11.4 999.0 99.0 99.00
2016 05 29 14 50 355  7.7  9.3  1.33  6.67  5.07 319 1019.8  11.7  11.5 999.0 99.0 99.00
2016 05 29 15 50 355  9.3 10.6  1.30  5.56  4.59 309 1020.1  11.7  11.6 999.0 99.0 99.00
2016 05 29 16 50 355  7.8  8.8  1.24  6.67  4.73 313 1020.5  11.6  11.6 999.0 99.0 99.00
2016 05 29 17 50 355  7.1  8.2  1.19  6.67  4.68 310 1020.7  12.4  11.8 999.0 99.0 99.00
2016 05 29 18 50 351  7.3  8.8  1.21  5.56  4.54 297 1021.2  12.7  11.9 999.0 99.0 99.00
2016 05 29 19 50 349  7.4  8.6  1.21  5.56  4.70 299 1021.6  12.7  12.0 999.0 99.0 99.00
2016 05 29 20 50 347  7.9  9.3  1.23  7.69  4.66 324 1021.7  12.8  11.7 999.0 99.0 99.00
2016 05 29 21 50 342  8.1  9.5  1.18  5.56  4.54 300 1021.6  12.9  12.1 999.0 99.0 99.00
2016 05 29 22 50 343  8.0  9.4  1.24  7.14  4.43 319 1021.5  12.9  12.3 999.0 99.0 99.00
2016 05 30 00 50 345  9.2 10.8  1.34  6.67  4.64 311 1021.1  13.0  12.2 999.0 99.0 99.00
2016 05 30 01 50 352  8.9 10.3  1.31  6.67  4.52 301 1020.9  12.8  12.2 999.0 99.0 99.00
2016 05 30 02 50 357  9.2 10.8  1.40  6.67  4.60 305 1020.9  12.8  12.1 999.0 99.0 99.00
2016 05 30 03 50 359  9.2 11.0  1.48  6.25  4.65 280 1021.2  12.7  11.9 999.0 99.0 99.00
2016 05 30 04 50   2  9.2 11.4  1.59  5.88  4.75 294 1021.5  12.6  11.7 999.0 99.0 99.00
2016 05 30 05 50   1  9.6 11.5  1.49  6.25  4.68 288 1021.6  12.4  11.7 999.0 99.0 99.00
2016 05 30 06 50 359  9.6 11.0  1.67  5.26  4.84 319 1021.4  12.2  11.5 999.0 99.0 99.00
2016 05 30 07 50 357  9.8 11.2  1.57  6.25  4.75 309 1021.2  12.2  11.1 999.0 99.0 99.00
2016 05 30 08 50 356  9.3 11.0  1.59  5.88  4.76 318 1021.2  12.1  11.1 999.0 99.0 99.00
2016 05 30 09 50 359  9.5 11.2  1.64  5.88  4.75 318 1021.0  12.1  10.9 999.0 99.0 99.00
2016 05 30 10 50 354  9.9 12.1  1.72  5.56  4.90 344 1020.9  12.2  11.1 999.0 99.0 99.00
2016 05 30 11 50 359 11.1 13.3  1.69  5.56  4.84 335 1020.6  12.2  11.1 999.0 99.0 99.00
2016 05 30 12 50   3  9.8 11.4  1.86  5.88  4.98 339 1020.7  11.8  11.0 999.0 99.0 99.00
2016 05 30 13 50   1 10.3 12.0  1.80  6.67  4.96 329 1020.8  11.8  10.9 999.0 99.0 99.00
2016 05 30 14 50   2 10.5 12.4  1.85  6.25  4.96 332 1020.9  11.8  10.9 999.0 99.0 99.00
2016 05 30 15 50 357  9.7 11.1  1.84  7.14  5.04 323 1020.8  11.7  10.9 999.0 99.0 99.00
2016 05 30 16 50 350 10.5 12.3  1.79  6.25  4.92 345 1020.6  11.9  10.7 999.0 99.0 99.00
2016 05 30 17 50 345 10.8 12.7  1.69  6.25  4.76 347 1020.2  12.0  10.6 999.0 99.0 99.00
2016 05 30 18 50 347 10.2 12.3  1.70  6.67  4.83 335 1020.0  12.2  10.6 999.0 99.0 99.00
2016 05 30 19 50 347 11.1 12.8  1.68  6.67  4.66 335 1019.3  12.3  10.8 999.0 99.0 99.00
2016 05 30 20 50 348 11.5 13.7  1.65  7.14  4.65 308 1018.9  12.4  10.8 999.0 99.0 99.00
2016 05 30 21 50 351 10.8 12.7  1.78  6.67  4.76 330 1018.7  12.4  10.9 999.0 99.0 99.00
